"Player","Pos","Age","Tm","G","GS","MP.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","MP.y","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Cody Martin","SF",25,"CHO",17,0,9.4,1.2,2.2,0.526,0.2,0.8,0.231,1,1.5,0.68,0.566,0.5,0.6,0.8,0.6,1.4,2,0.9,0.4,0,0.5,0.5,3,159,13.5,0.601,0.342,0.263,6.6,16.4,11.4,13.9,2.1,0,17.5,13.7,0.2,0.2,0.3,0.105,-1,0.2,-0.7,0.1
"Cody Zeller","C",28,"CHO",15,12,24.1,4.2,8,0.525,0.2,1.1,0.188,4,6.9,0.577,0.538,1.5,1.9,0.759,2.6,5.4,8,2.5,0.7,0.6,0.9,2.5,10.1,361,18.2,0.569,0.133,0.242,11.4,24.3,17.7,15.2,1.3,2.5,9.5,17.3,0.8,0.5,1.2,0.161,0.4,0.6,1,0.3
"Cole Anthony","PG",20,"ORL",25,17,26.7,4,10.8,0.375,1.1,3.3,0.325,3,7.4,0.398,0.426,1.8,2.2,0.836,0.8,3.6,4.4,3.8,0.7,0.4,2,2,11,667,10.3,0.469,0.309,0.204,3,14.7,8.6,21.4,1.2,1.5,14.8,22,-0.6,0.6,0,0,-3,-1.1,-4.1,-0.4
"Collin Sexton","SG",22,"CLE",24,24,35.3,8.4,17.4,0.484,1.5,3.6,0.407,7,13.8,0.505,0.526,4.5,5.5,0.805,0.8,1.8,2.5,4.3,1.1,0.2,2.5,2.9,22.8,847,17.3,0.574,0.206,0.319,2.3,5.8,4,21.1,1.5,0.4,11,27.1,1.2,0.3,1.5,0.085,1.6,-1.5,0.1,0.4
"Cory Joseph","PG",29,"SAC",27,1,19.8,2.7,5.7,0.471,0.7,2,0.327,2,3.7,0.55,0.529,0.7,1,0.741,0.4,1.7,2.1,2.4,0.8,0.2,1.1,2.2,6.8,534,10.8,0.551,0.355,0.174,2.2,9.3,5.7,16.4,2,0.9,14.8,15.6,0.3,0.1,0.4,0.034,-3.1,-0.5,-3.5,-0.2
"Cristiano Felício","C",28,"CHI",6,0,6.3,0.5,0.7,0.75,0,0,0,0.5,0.7,0.75,0.75,0.8,1.3,0.625,1,1,2,0.8,0.3,0,0.5,0.5,1.8,38,18.1,0.731,0,2,17.9,17.2,17.5,16.5,2.5,0,28.5,11.8,0.1,0,0.2,0.195,1.8,1.8,3.6,0.1
"D'Angelo Russell","PG",24,"MIN",20,19,29.2,7,16.3,0.426,3,7.4,0.399,4,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2,19.3,583,16.4,0.544,0.454,0.196,1.6,8.4,4.8,28.9,1.8,1.4,13.2,29.4,0.2,0.3,0.5,0.04,2.3,-1.8,0.4,0.4
"D.J. Augustin","PG",33,"MIL",27,0,17.8,1.7,5.1,0.336,1.2,3.3,0.364,0.5,1.8,0.286,0.453,1.3,1.4,0.895,0.4,0.8,1.2,3,0.5,0,0.8,0.7,5.9,480,10.8,0.514,0.642,0.277,2.5,4.7,3.6,20,1.3,0.2,12.5,15.3,0.6,0.3,0.8,0.083,-0.5,-1.6,-2.2,0
"D.J. Wilson","PF",24,"MIL",10,0,9.4,1.4,3.7,0.378,0.8,2.3,0.348,0.6,1.4,0.429,0.486,0.1,0.2,0.5,0.3,1.9,2.2,0.3,0.1,0.3,0.4,1.2,3.7,94,8,0.488,0.622,0.054,3.5,20.9,12.4,4,0.5,2.9,9.6,18.7,-0.1,0.1,0,0.017,-3.9,-2.1,-6,-0.1
"Dāvis Bertāns","PF",28,"WAS",23,3,25.8,3.3,8.8,0.381,3,7.8,0.378,0.4,1,0.409,0.55,1.9,2.3,0.827,0.4,2.7,3.1,1,0.7,0.3,0.6,2.5,11.5,593,11.5,0.589,0.891,0.257,1.7,11.3,6.4,5.4,1.3,1,5.5,16.6,0.7,0.3,1,0.082,0.2,-1.5,-1.3,0.1
"Dakota Mathias","SG",25,"PHI",8,2,15.4,2.4,6,0.396,1,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6,123,9.8,0.474,0.542,0.125,0.9,5.2,3.1,14.9,0.4,2.2,1.9,17.7,0.1,0.1,0.1,0.052,-1.9,-1.7,-3.6,0
"Damian Jones","C",25,"PHO",11,0,7.1,0.4,0.9,0.4,0,0.1,0,0.4,0.8,0.444,0.4,0.5,0.8,0.556,0.6,0.8,1.5,0,0.1,0.5,0.5,1.6,1.2,78,3.9,0.466,0.1,0.9,10.2,12.5,11.4,0,0.6,5.7,26.4,10.9,-0.1,0.1,0,0.019,-8.7,0.2,-8.5,-0.1
"Damian Lillard","PG",30,"POR",27,27,35.9,9.2,20.4,0.451,4.1,10.8,0.384,5.1,9.6,0.527,0.553,7.2,7.7,0.933,0.5,3.9,4.4,7.7,1.1,0.3,3.1,1.6,29.8,969,27.1,0.625,0.529,0.379,1.4,12.2,6.5,36.2,1.5,0.7,11.7,32.2,4.2,0.3,4.5,0.225,7.7,-1.4,6.3,2.1
"Damion Lee","SG",28,"GSW",29,0,19.3,2.1,4.8,0.432,1.4,3.8,0.373,0.7,1,0.655,0.579,0.7,0.8,0.909,0.4,2.9,3.3,1.5,0.6,0.1,0.4,1.7,6.2,561,11.2,0.609,0.791,0.158,2.3,15.5,9,10.4,1.4,0.5,7.5,12.1,0.7,0.7,1.4,0.12,-1.1,0,-1.1,0.1
"Damyean Dotson","SG",26,"CLE",24,6,20.4,3,7.2,0.41,1.1,3.8,0.283,1.9,3.4,0.556,0.486,0.8,1.1,0.692,0.2,1.7,1.8,2.2,0.5,0.1,0.8,0.9,7.8,490,9.9,0.504,0.532,0.15,0.9,9.4,5,16,1.1,0.6,9.8,17.9,0,0.2,0.2,0.02,-2,-1.2,-3.2,-0.2
"Daniel Gafford","PF",22,"CHI",23,11,14.3,2.1,3.2,0.671,0,0,0,2.1,3.2,0.671,0.671,1.1,1.6,0.676,1.4,1.9,3.3,0.7,0.5,1.3,0.8,2,5.3,330,17.6,0.689,0,0.507,11.3,14.2,12.8,6.7,1.6,7.8,16.8,13.8,0.7,0.5,1.2,0.172,-1.4,1.6,0.2,0.2
"Daniel Oturu","C",21,"LAC",10,0,4.2,0.9,1.5,0.6,0,0.1,0,0.9,1.4,0.643,0.6,0.2,0.2,1,0.5,0.9,1.4,0.4,0,0.3,0.2,0.6,2,42,21.6,0.63,0.067,0.133,13.8,23.4,18.7,14.5,0,6.4,11.2,18.8,0.1,0.1,0.2,0.213,0.2,0.3,0.5,0
"Daniel Theis","C",28,"BOS",26,21,24,3.7,6.5,0.571,0.9,2.2,0.397,2.8,4.2,0.664,0.64,1.1,1.6,0.683,1.3,3.8,5.1,1.4,0.6,1,1,2.8,9.3,623,15.5,0.653,0.345,0.244,5.9,18.2,11.9,8.4,1.2,3.9,12.7,14.6,1.1,0.7,1.9,0.145,-0.2,0.7,0.5,0.4
"Danilo Gallinari","PF",32,"ATL",16,1,19.7,3,7.6,0.397,1.6,4.3,0.377,1.4,3.3,0.423,0.504,3.1,3.3,0.942,0.2,2.7,2.9,1.1,0.2,0.1,1.2,1.9,10.7,315,12.5,0.594,0.57,0.43,1,14.6,7.9,8.6,0.5,0.5,11.7,22,0.4,0.2,0.5,0.083,-0.4,-2.2,-2.6,-0.1
"Danny Green","SF",33,"PHI",29,29,28.4,3.1,7.7,0.401,2.2,5.8,0.375,0.9,1.9,0.481,0.543,0.3,0.5,0.714,1,2.7,3.7,1.7,1.1,0.7,1.4,1.7,8.7,824,9.7,0.55,0.757,0.063,3.9,10,7.1,8,1.8,2.3,14.9,13.7,0.1,0.9,1,0.061,-1.1,-0.1,-1.2,0.2
"Dante Exum","SG",25,"CLE",6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8,116,6.1,0.428,0.423,0.077,1.8,14.8,8.1,15.5,1.7,1.6,20.7,12.5,-0.1,0.1,-0.1,-0.023,-4.8,1.7,-3.1,0
"Danuel House","SF",27,"HOU",17,7,27.9,3.1,8.2,0.374,1.4,4.9,0.286,1.6,3.2,0.509,0.46,1.4,1.8,0.767,0.6,3.1,3.6,2.1,0.8,0.5,0.9,1.8,8.9,474,8.9,0.496,0.604,0.216,2.2,11.7,6.9,10.7,1.3,1.6,9.5,15.1,0,0.6,0.5,0.052,-2.9,-0.2,-3.1,-0.1
"DaQuan Jeffries","SG",23,"SAC",3,1,13.7,1,4,0.25,0,2,0,1,2,0.5,0.25,0,0,0,0.7,1.3,2,0.7,1,0.7,0.7,1,2,41,3.5,0.25,0.5,0,5.3,10.8,8,6.1,3.5,4.1,14.3,14.6,-0.1,0,-0.1,-0.123,-7.7,-1.1,-8.9,-0.1
"Dario Šarić","PF",26,"PHO",10,0,18.1,3.5,8,0.438,1.1,3.5,0.314,2.4,4.5,0.533,0.506,2.3,2.4,0.958,0.7,3.3,4,1.2,1,0.2,1.4,2,10.4,181,16.7,0.574,0.438,0.3,4.4,19.8,12.3,10.1,2.7,1,13.4,25.9,0.1,0.3,0.4,0.105,-1,0.4,-0.5,0.1
"Darius Bazley","PF",20,"OKC",28,28,31.1,4.5,11.5,0.393,1.5,5.3,0.286,3,6.3,0.483,0.458,1.6,2.1,0.767,0.5,6.9,7.4,1.8,0.5,0.7,1.8,1,12.2,872,9.6,0.489,0.455,0.186,1.8,22.7,12.4,8.7,0.7,2,12.3,19.8,-1.1,1,-0.1,-0.003,-3.1,-0.9,-4,-0.4
"Darius Garland","PG",21,"CLE",21,18,32.3,6.4,14.2,0.452,1.7,4.1,0.407,4.8,10.1,0.469,0.51,1.3,1.5,0.903,0.5,1.8,2.2,5.3,1,0.1,2.5,2.4,15.9,679,12.9,0.533,0.288,0.104,1.6,6.3,3.8,27,1.4,0.4,14.3,23.1,0.2,0.2,0.4,0.028,-0.2,-1.7,-2,0
"Darius Miller","SF",30,"OKC",12,0,9.3,0.9,2,0.458,0.8,1.8,0.429,0.2,0.3,0.667,0.646,0.3,0.3,1,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8,111,12.5,0.671,0.875,0.125,0.9,13,7,12.5,2.1,3.1,16.5,11.8,0.1,0.2,0.3,0.117,-0.9,2.4,1.5,0.1
"David Nwaba","SF",28,"HOU",24,9,23.3,3.4,7,0.482,0.6,2.2,0.264,2.8,4.8,0.583,0.524,1.4,2.1,0.68,1.2,2.5,3.7,1.1,1.1,0.8,0.6,2.1,8.8,560,13.4,0.553,0.315,0.298,5.4,11.3,8.3,6.9,2.2,2.8,7.3,15.6,0.5,0.8,1.3,0.114,-2,1.1,-0.8,0.2
"De'Aaron Fox","PG",23,"SAC",26,26,33.1,8.4,17.7,0.476,1.8,5.4,0.343,6.6,12.3,0.534,0.528,4.5,6.6,0.69,0.7,2.6,3.3,6.8,1.2,0.5,3.1,2.7,23.2,860,19.9,0.564,0.304,0.372,2.3,8.7,5.5,33,1.8,1.3,13.1,30.6,1.4,0.1,1.5,0.081,2.8,-1.6,1.2,0.7
"De'Andre Hunter","SF",23,"ATL",18,18,32.2,6,11.7,0.514,1.7,4.6,0.366,4.3,7.1,0.609,0.586,3.6,4.1,0.877,0.9,4.5,5.4,2.2,0.9,0.5,1.4,2.6,17.2,579,17.5,0.64,0.39,0.348,3,14.9,9,10.9,1.4,1.3,9.4,19.6,1.3,0.5,1.8,0.151,2.2,0.3,2.5,0.7
"De'Anthony Melton","PG",22,"MEM",12,0,21.5,4,8.3,0.48,1.6,3.6,0.442,2.4,4.8,0.509,0.575,0.4,0.7,0.625,0.3,2.7,3,3.2,0.9,1,1.4,2.1,10,258,15.6,0.58,0.43,0.08,1.7,14.1,7.7,21.2,2,4.3,14.1,19.8,0.2,0.3,0.5,0.094,0,1.3,1.2,0.2
"Dean Wade","PF",24,"CLE",23,0,8.3,0.7,2.1,0.347,0.5,1.4,0.333,0.3,0.7,0.375,0.459,0.2,0.2,0.8,0.3,0.9,1.3,0.4,0.2,0.1,0.4,0.7,2.1,192,6.1,0.479,0.673,0.102,4.5,12.6,8.4,7.2,1.3,0.9,16.3,13.7,-0.1,0.1,0,-0.01,-4.1,-1.3,-5.4,-0.2
"DeAndre' Bembry","SF",26,"TOR",19,0,13.7,1.7,2.8,0.611,0.4,0.7,0.5,1.4,2.1,0.65,0.676,0.3,0.6,0.545,0.4,1.2,1.6,1.6,0.6,0.3,0.6,1.3,4.2,261,13.2,0.671,0.259,0.204,3.3,9.6,6.4,16.1,2.2,2,16.9,11.6,0.4,0.2,0.7,0.123,-1,1.2,0.2,0.1
"Deandre Ayton","C",22,"PHO",27,27,32.1,6.1,10.3,0.59,0.1,0.6,0.25,5.9,9.7,0.611,0.597,1.6,2.3,0.721,3.7,8.6,12.2,1.8,0.3,1,2.1,3.4,13.9,866,17.7,0.617,0.058,0.219,13,28.9,21.1,8.4,0.5,2.8,15.8,18.8,1.4,1.3,2.7,0.148,-0.5,-0.3,-0.8,0.2
"DeAndre Jordan","C",32,"BRK",28,22,21.6,3.2,4,0.788,0,0,0,3.2,4,0.788,0.788,0.8,1.5,0.548,1.8,5.3,7,1.9,0.3,1.4,1.7,2.1,7.2,606,16.7,0.764,0,0.372,9.7,25.7,18.1,11.6,0.7,5.2,26.7,12.8,1.1,0.7,1.8,0.139,-0.4,1.5,1.1,0.5
"Deividas Sirvydis","SG",20,"DET",4,0,1.3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,5,-9.8,0,1,0,0,0,0,25.5,0,0,0,17.3,0,0,0,-0.344,-13.5,-7.9,-21.4,0
"Dejounte Murray","PG",24,"SAS",27,27,30.4,6.2,13.9,0.447,1,3.3,0.315,5.1,10.6,0.488,0.484,1.7,2.1,0.81,0.6,6.6,7.2,5,1.6,0.1,1.7,2.1,15.1,821,16.4,0.512,0.238,0.155,2.1,22.9,12.2,25,2.4,0.2,10.1,23.2,0.2,1.3,1.5,0.087,-0.7,1,0.3,0.5
"Delon Wright","SG",28,"DET",28,23,29.4,3.7,8.1,0.456,0.9,2.4,0.353,2.9,5.7,0.5,0.509,2.2,2.8,0.785,1.1,3.5,4.6,4.9,1.4,0.5,1.2,1.1,10.5,823,16.6,0.559,0.298,0.346,4.2,13.9,8.9,25.3,2.4,1.7,11.5,15.6,1.5,0.9,2.3,0.136,1.4,1.4,2.8,1
"DeMar DeRozan","PF",31,"SAS",25,25,33.4,6.6,13.4,0.488,0.6,1.9,0.333,5.9,11.5,0.514,0.512,6,6.8,0.893,0.8,4.2,5,6.9,0.8,0.3,1.6,1.8,19.8,835,21.7,0.603,0.143,0.503,2.3,13.5,7.8,30.8,1.1,0.8,9.1,23.2,2.7,0.8,3.5,0.199,3.9,-0.1,3.8,1.2
"DeMarcus Cousins","C",30,"HOU",25,11,20.2,3.2,8.4,0.376,1.6,4.6,0.336,1.6,3.8,0.426,0.469,1.8,2.4,0.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3,9.6,506,15.1,0.511,0.552,0.281,6.2,34.1,20,17.9,2,3.1,14.2,23.1,-0.1,1.1,1,0.094,-1.5,1.9,0.4,0.3
"Deni Avdija","SF",20,"WAS",22,16,22.9,2.5,6,0.424,1.2,3.5,0.355,1.3,2.5,0.518,0.527,0.5,0.9,0.579,0.5,4.4,4.9,1.6,0.8,0.2,0.8,2.8,6.8,503,8.9,0.534,0.576,0.144,2.4,20.7,11.2,9.4,1.6,0.7,11.4,13,0.1,0.4,0.5,0.044,-2.9,-0.6,-3.5,-0.2
"Dennis Schröder","SG",27,"LAL",29,29,31.1,5.1,11.5,0.441,1,3.1,0.311,4.1,8.4,0.49,0.483,3.1,3.8,0.82,0.6,3,3.6,4.3,0.9,0.2,2.2,2.7,14.2,902,12.6,0.541,0.27,0.333,2.2,10.5,6.5,19.7,1.5,0.6,14.5,21.5,0.5,1.4,1.8,0.097,-1.8,-0.3,-2.1,0
"Dennis Smith Jr.","G",23,"DET",4,0,14.3,2.3,5.8,0.391,0.5,2,0.25,1.8,3.8,0.467,0.435,0.8,1,0.75,0.5,1,1.5,2,0,0.3,1,0.3,5.8,57,9.3,0.464,0.348,0.174,3.8,8.2,5.9,22.4,0,1.6,13.9,21.8,0,0,0,-0.028,-2.7,-3.2,-5.9,-0.1
"Dennis Smith Jr.","PG",23,"NYK",3,0,9.3,0.7,3.3,0.2,0,1.3,0,0.7,2,0.333,0.2,1.7,2,0.833,0,0.7,0.7,1,1,0,0.3,1.3,3,28,7,0.356,0.4,0.6,0,7.4,3.7,14.6,5.4,0,7.3,21.5,-0.1,0.1,0,-0.014,-8.2,3.9,-4.3,0
"Dennis Smith Jr.","PG",23,"TOT",7,0,12.1,1.6,4.7,0.333,0.3,1.7,0.167,1.3,3,0.429,0.364,1.1,1.4,0.8,0.3,0.9,1.1,1.6,0.4,0.1,0.7,0.7,4.6,85,8.5,0.428,0.364,0.303,2.5,7.9,5.2,19.8,1.8,1.1,11.8,21.7,-0.1,0.1,0,-0.024,-4.5,-0.8,-5.4,-0.1
"Denzel Valentine","SG",27,"CHI",23,3,20.1,3.2,8.2,0.388,1.9,5,0.377,1.3,3.2,0.405,0.503,0.3,0.3,1,0.3,3.6,3.9,1.8,0.7,0,0.6,1.3,8.5,462,11.8,0.511,0.606,0.032,2,19.4,10.8,12.4,1.7,0.2,6.4,18.7,0.1,0.5,0.6,0.062,-0.9,-0.8,-1.7,0
"Derrick Favors","C",29,"UTA",27,0,16.4,2.4,3.9,0.629,0,0,0,2.4,3.9,0.635,0.629,1.4,1.7,0.804,2.1,3.5,5.6,0.9,0.6,1.1,0.6,2.5,6.3,444,20.6,0.675,0.01,0.438,14,21.4,17.9,8,1.6,5.2,11.3,13.6,1.4,0.9,2.4,0.257,0.4,2.2,2.6,0.5
"Derrick Jones Jr.","SF",23,"POR",24,23,27.1,2.8,6,0.476,0.7,2.6,0.274,2.1,3.4,0.63,0.535,1.3,2,0.612,1.8,2.9,4.7,0.7,0.8,0.9,0.7,2.6,7.6,650,11.3,0.556,0.434,0.343,6.9,11.8,9.3,3.5,1.5,3.2,8.9,11.9,0.7,0.4,1.1,0.078,-2.3,-0.5,-2.8,-0.1
"Derrick Rose","G",32,"NYK",5,0,20.6,4.2,10,0.42,0.6,1.8,0.333,3.6,8.2,0.439,0.45,2.2,2.6,0.846,0.2,2.6,2.8,3.4,1,0.6,1.6,0.8,11.2,103,17,0.503,0.18,0.26,1,13,7.1,27.5,2.4,2.9,12.6,27.3,0,0.2,0.2,0.071,-0.5,0.8,0.4,0.1
"Derrick Rose","PG",32,"DET",15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,342,17.4,0.517,0.212,0.272,1.9,7.9,4.8,33.2,2.6,1.1,12.3,29.7,0.1,0.3,0.4,0.056,1.2,-0.8,0.4,0.2
"Derrick Rose","PG",32,"TOT",20,0,22.3,5,11.7,0.427,0.8,2.4,0.333,4.2,9.3,0.452,0.462,2.7,3.2,0.841,0.4,1.8,2.2,4,1.2,0.4,1.9,1.1,13.5,445,17.3,0.514,0.205,0.269,1.7,9.1,5.3,31.9,2.5,1.5,12.4,29.2,0.1,0.5,0.5,0.059,0.8,-0.4,0.4,0.3
"Derrick White","SG",26,"SAS",8,4,23.6,4.3,10.8,0.395,1.9,5.5,0.341,2.4,5.3,0.452,0.483,1.4,1.9,0.733,0.1,1.6,1.8,3.9,1,1,0.9,2.3,11.8,189,15,0.508,0.512,0.174,0.5,7.3,3.8,24,2,3.6,7,22.6,0.1,0.2,0.3,0.087,0.7,0.8,1.5,0.2
"Desmond Bane","SG",22,"MEM",20,2,22.8,3.8,7.8,0.484,2.1,4.3,0.482,1.7,3.5,0.486,0.616,0.7,0.9,0.824,0.5,2.2,2.7,1.6,0.7,0.2,1.2,1.9,10.3,456,12.6,0.631,0.548,0.11,2.1,10.9,6.4,9.8,1.4,0.6,12.4,17.3,0.5,0.3,0.8,0.08,-0.6,-0.9,-1.5,0.1
"Devin Booker","SG",24,"PHO",23,23,35.2,9,18.2,0.492,2,5.8,0.353,6.9,12.4,0.556,0.548,4.4,5.3,0.829,0.2,3.5,3.7,4.4,0.9,0.3,3.5,3.3,24.4,810,17.2,0.593,0.317,0.294,0.6,10.8,5.8,20.9,1.2,0.8,14.6,30.7,0.6,0.8,1.4,0.082,0.2,-1.1,-0.9,0.2
"Devin Vassell","SF",20,"SAS",26,1,17.3,1.9,4.8,0.397,1,2.4,0.397,1,2.4,0.397,0.496,0.7,0.8,0.857,0.6,2.6,3.2,1.1,1.1,0.3,0.5,1.2,5.5,451,12.5,0.529,0.5,0.167,3.6,15.8,9.5,8.2,3.1,1.7,8.1,14,0.2,0.7,0.9,0.1,-1.7,1.9,0.2,0.3
"Devon Dotson","PG",21,"CHI",1,0,10,2,4,0.5,0,0,0,2,4,0.5,0.5,0,0,0,0,1,1,0,0,0,0,1,4,10,6.7,0.5,0,0,0,10.9,5.6,0,0,0,0,17,0,0,0,-0.001,-6.2,-2.3,-8.5,0
"Devontae Cacok","PF",24,"LAL",1,0,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,38.7,1,0,0,0,0,0,0,0,0,0,21.7,0,0,0,0.342,14.1,3.9,18,0
"Devonte' Graham","PG",25,"CHO",25,25,32.8,4.4,12.4,0.352,2.8,8.1,0.347,1.6,4.3,0.361,0.465,2.2,2.8,0.775,0.6,2.4,3,5.7,1,0,1.4,1.5,13.7,821,12.1,0.503,0.652,0.229,1.8,8.1,4.9,24.2,1.5,0,9.3,19.5,0.7,0.5,1.2,0.071,-0.5,-1.4,-1.9,0
"Dillon Brooks","SF",25,"MEM",24,24,29.2,6.1,15.4,0.397,1.9,6,0.319,4.2,9.4,0.447,0.459,1.7,2.1,0.8,1,2.2,3.3,2.6,1.3,0.4,2.3,3.3,15.8,700,10.3,0.485,0.389,0.135,3.8,8.6,6.1,13.2,2.2,1.2,12.3,27.1,-0.9,0.6,-0.3,-0.022,-3.5,-2.1,-5.6,-0.6
"Domantas Sabonis","PF",24,"IND",29,29,36.4,8.2,15.5,0.528,1,2.8,0.358,7.2,12.7,0.565,0.56,4.1,5.8,0.71,2.8,8.8,11.6,5.7,1,0.7,3.4,3.6,21.5,1055,20.7,0.595,0.18,0.376,8.6,26.4,17.6,24.3,1.3,1.6,15.8,25.6,1.9,1.4,3.3,0.151,2.7,0.8,3.4,1.4
"Donovan Mitchell","SG",24,"UTA",27,27,33.6,8.3,19.4,0.427,3.4,8.6,0.391,4.9,10.8,0.457,0.514,4.2,5.1,0.832,1,3.4,4.4,5.1,0.9,0.4,3,2.2,24.2,908,18.9,0.559,0.445,0.261,3.2,10.3,6.9,25.3,1.3,0.9,12,31.4,1.6,1.1,2.7,0.145,2.7,-1,1.7,0.8
"Donte DiVincenzo","SG",24,"MIL",28,28,26.1,3.7,8.9,0.419,2,4.9,0.401,1.8,4,0.441,0.53,0.5,0.8,0.619,1,3.4,4.5,2.8,1.2,0.2,1.2,1.5,9.9,732,12.7,0.536,0.552,0.085,4.3,13.5,9.1,13.4,2.2,0.7,11.7,16.7,0.6,0.8,1.4,0.09,-0.3,-0.2,-0.4,0.3
"Dorian Finney-Smith","PF",27,"DAL",19,19,30.7,3.3,7.4,0.45,1.9,5.1,0.381,1.4,2.3,0.605,0.582,0.5,0.6,0.833,1.5,3.3,4.8,1.2,1,0.4,0.6,2.7,9.1,583,11,0.595,0.693,0.086,5.2,11.9,8.6,5.4,1.6,1.3,7.6,11.8,0.7,0.3,1,0.085,-0.3,-0.6,-0.9,0.2
"Doug McDermott","PF",29,"IND",28,8,26.2,5.1,10.1,0.511,1.5,4.3,0.355,3.6,5.8,0.627,0.587,1.3,1.6,0.795,1,3.1,4.1,1.4,0.3,0.1,1.1,1.8,13.1,733,13.8,0.607,0.429,0.156,4.3,12.8,8.6,7.7,0.5,0.2,9.1,19.6,0.9,0.4,1.4,0.089,0.5,-2.2,-1.7,0.1
"Draymond Green","PF",30,"GSW",24,24,29,2,5.4,0.362,0.3,1.8,0.186,1.6,3.6,0.448,0.392,1,1.4,0.676,0.6,5,5.6,8.3,1.4,0.6,2.6,3.1,5.2,695,10.3,0.431,0.331,0.262,2.1,17.9,10.2,36.2,2.2,1.9,30.3,12.7,-0.1,1.1,1,0.068,-3.3,2.3,-1.1,0.2
"Drew Eubanks","C",23,"SAS",11,0,12.6,1.5,3.4,0.432,0,0,0,1.5,3.4,0.432,0.432,1.1,1.5,0.75,0.6,2.7,3.4,0.4,0.1,1.4,0.5,1.3,4,139,12.4,0.5,0,0.432,5.1,23,13.8,3.8,0.3,9.2,10.2,15.1,0,0.2,0.2,0.079,-3.9,1.1,-2.8,0
"Duncan Robinson","SF",26,"MIA",28,28,33.3,4,9.7,0.415,3.3,8.4,0.389,0.8,1.4,0.579,0.583,1.3,1.5,0.854,0,3.8,3.8,1.5,0.4,0.3,1.5,2.3,12.6,931,8.8,0.607,0.86,0.151,0.1,12,6.4,6.9,0.6,0.8,12.4,15.8,0.2,0.7,0.9,0.046,-1.3,-1.5,-2.7,-0.2
"Dwayne Bacon","SG",25,"ORL",29,20,24.9,4.1,9.6,0.423,1.1,2.9,0.373,3,6.8,0.444,0.478,1.5,1.9,0.8,0.4,2.7,3.1,1,0.8,0.1,0.7,1.7,10.7,721,10.7,0.513,0.297,0.197,1.7,11.8,6.5,6.4,1.5,0.4,6.2,19.1,0.1,0.6,0.7,0.046,-2.9,-0.9,-3.8,-0.3
"Dwight Howard","C",35,"PHI",29,4,16.7,2.1,3.8,0.555,0.1,0.3,0.375,2,3.5,0.569,0.568,1.6,3,0.523,2.7,5,7.7,0.7,0.4,0.9,1.9,3.1,5.9,483,13.9,0.575,0.073,0.782,18.3,31.8,25.3,5.3,1.2,4.6,26.8,17.6,0,0.9,0.9,0.088,-4.4,-0.7,-5.1,-0.4
"Dwight Powell","C",29,"DAL",17,6,16.3,1.4,2.8,0.511,0.1,0.4,0.143,1.4,2.4,0.575,0.521,1.8,2.6,0.689,1.2,2.4,3.6,0.9,0.8,0.4,0.6,2.4,4.7,277,12.7,0.599,0.149,0.957,7.9,16.3,12.1,7.6,2.3,2.1,14.1,12.3,0.4,0.3,0.7,0.118,-2.6,1,-1.6,0
"Dylan Windler","SF",24,"CLE",15,0,17.5,2.1,4.3,0.477,0.9,2.8,0.31,1.2,1.5,0.783,0.577,1,1.1,0.882,0.7,3,3.7,1.2,0.6,0.5,1,1.3,6,262,13.4,0.621,0.646,0.262,4.5,19.7,11.8,9.9,1.7,2.8,17.1,14.3,0.2,0.3,0.5,0.09,-0.4,0.5,0,0.1
"E'Twaun Moore","SG",31,"PHO",14,1,16.2,2.3,5.2,0.438,0.4,1.4,0.263,1.9,3.9,0.5,0.473,0.4,0.6,0.75,0.4,1.1,1.4,1.6,0.8,0.1,0.9,1.6,5.4,227,8.7,0.49,0.26,0.11,2.5,7.2,4.9,13.6,2.4,0.4,14.5,17.7,-0.2,0.3,0.1,0.023,-5,0.7,-4.3,-0.1
